status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
5550296508_10157347818146509,"""Many teachers and members of the military are in for a rude awakening.""",She thought her student loans were forgiven. They weren't,link,http://cnn.it/2xUMLdk,2017-09-22 03:00:44,1159,154,341,600,12,158,19,70,300,0
5550296508_10157347767391509,Trix fans can rest easy -- the artificial coloring and ingredients are making a comeback,Trix with artificial flavors is coming back after customer complaints,link,http://cnn.it/2hkyIGO,2017-09-22 02:45:05,437,111,55,286,50,23,58,10,10,0
5550296508_10157347734246509,"While not widely used today, the insult ""dotard"" is centuries old, appearing in medieval literature from the ninth century.",North Korea's Kim Jong Un refers to Trump as a 'dotard.',link,http://cnn.it/2xyTU1R,2017-09-22 02:30:11,5781,1320,598,3260,208,107,2130,18,58,0
5550296508_10157347704821509,"24-hours after the Mexican earthquake, emergency officials were specific and certain that someone was communicating with them from below",Watching the search for a missing school girl who turned out not to exist,link,http://cnn.it/2xmNUY8,2017-09-22 02:15:15,668,46,83,395,14,41,2,207,9,0
5550296508_10157347675676509,"The staff at the National Weather Service in San Juan, Puerto Rico, remain focused on saving lives, even when lacking sleep and being unable to check on family and friends",Puerto Rico's weather forecasters fight worry and fatigue to stay focused,link,http://cnn.it/2xVBTMe,2017-09-22 02:00:56,730,37,85,534,49,6,1,140,0,0
5550296508_10157347601716509,"""He can't hear you!"" neighbors yelled","Officers shoot, kill deaf man after giving verbal orders",link,http://cnn.it/2jPo7EX,2017-09-22 01:31:05,9484,861,1142,1669,13,292,19,2803,4690,-2
5550296508_10157347567686509,"Gen. Michael Hayden calls Facebook's decision to turn over Russian ads to investigators a ""very positive step"" http://cnn.it/2xyzA0N",Gen. Hayden on Facebook turning over Russian ads,video,https://www.facebook.com/cnn/videos/10157347567686509/,2017-09-22 01:15:31,1016,311,83,864,76,4,65,2,5,0
5550296508_10157347529616509,"Melania Trump is not only more popular than her President Donald J. Trump, she's had a major surge in popularity over the last several months",Melania Trump is the most popular Trump,link,http://cnn.it/2ygFn89,2017-09-22 01:00:01,3354,1916,108,1835,200,40,1140,30,109,0
5550296508_10157347489791509,"Ana Navarro called the Graham-Cassidy health care bill ""flawed,"" and says she hopes a bipartisan compromise can be worked out because both parties' input is needed with such a complex issue. http://cnn.it/2wDoSXD",Navarro on GOP bill: We need a bipartisan compromise,video,https://www.facebook.com/cnn/videos/10157347489791509/,2017-09-22 00:46:37,886,475,77,729,30,8,56,8,55,0
5550296508_10157347448086509,"""I will weep again if this retrograde and reprehensible bill becomes law,"" David Axelrod writes of the Graham-Cassidy bill. He recalled for CNN Opinion his struggle to help his daughter with epileptic seizures.",I cried when they passed Obamacare,link,http://cnn.it/2xWhJ52,2017-09-22 00:31:01,1777,341,275,1218,110,18,57,302,72,0
5550296508_10157347400391509,North Korea's foreign minister has hinted Pyongyang could test a hydrogen bomb over Pacific in response to Trump's UN speech http://cnn.it/2fEfzfu,,video,https://www.facebook.com/cnn/videos/10157347400391509/,2017-09-22 00:13:17,3334,1128,1199,1744,53,262,140,387,748,0
5550296508_10157347373566509,"Some Facebook users received a celebratory message for Rosh Hashanah, the Jewish New Year, even though they don't list themselves as Jewish",How Facebook knows you're Jewish,link,http://cnn.it/2xy8TcH,2017-09-22 00:00:14,811,161,99,633,24,94,47,1,12,0
5550296508_10157347346256509,"""We will be working as hard as possible"" to restore electricity in Puerto Rico after Hurricane Maria's devastation, a power authority CEO says http://cnn.it/2fEymXX",Power company CEO on restoring electricity in Puerto Rico,video,https://www.facebook.com/cnn/videos/10157347346256509/,2017-09-21 23:46:48,2575,98,893,949,40,193,7,1382,4,0
5550296508_10157347319761509,"67 people and nine canines were deployed, and the number of forward-positioned US disaster assistance teams is at nearly unprecedented levels.",US sends search-and-rescue team to Mexico,link,http://cnn.it/2jOY4O6,2017-09-21 23:31:07,5404,138,346,4461,564,37,3,339,0,0
5550296508_10157347290886509,"""Maria hit us very hard, but she is nothing compared to the force that we're going to unleash to reconstruct and rebuild this beautiful Caribbean island,"" says Carmen Yulin Cruz, mayor of San Juan, Puerto Rico http://cnn.it/2xWlirV",San Juan mayor on Puerto Rico's recovery,video,https://www.facebook.com/cnn/videos/10157347290886509/,2017-09-21 23:16:45,2227,97,514,1265,177,56,2,727,0,0
5550296508_10157347259486509,"Listening in silence as hope was raised, and the ensuing sadness as that hope faded",34 hours of tragedy at a Mexican school,link,http://cnn.it/2fkHqEw,2017-09-21 23:01:20,1110,40,65,436,36,9,0,625,4,0
5550296508_10157347176506509,"Get ready for Elizabeth Warren versus Wells Fargo, Part II.",Wells Fargo CEO faces a grilling from Elizabeth Warren,link,http://cnn.it/2hmNbOY,2017-09-21 22:30:15,1396,165,106,1164,165,13,47,1,6,0
5550296508_10157347144741509,"""We are seeing a totally different San Juan. ... It is a devastation like I have never seen before,"" says Carmen Yulin Cruz, mayor of San Juan, Puerto Rico http://cnn.it/2jQo7US",San Juan mayor on devastation in Puerto Rico,video,https://www.facebook.com/cnn/videos/10157347144741509/,2017-09-21 22:17:39,2963,180,1342,980,48,136,4,1792,3,0
5550296508_10157347108366509,"One of the best cornerbacks in the history of the Chicago Bears, former NFL star Charles Tillman, is entering a new field of work.",This former NFL star is training to be an FBI agent,link,http://cnn.it/2fkI9pd,2017-09-21 22:01:49,5453,238,354,4786,372,255,34,4,2,0
5550296508_10157347032671509,"""The island is suffering a great tragedy right now,"" the justice said, adding that she and her family ""are exceedingly concerned"" and asking for prayers.",Justice Sotomayor says she hasn't heard from 'half her family' in Puerto Rico,link,http://cnn.it/2jOVoQr,2017-09-21 21:31:08,4124,185,330,1155,112,78,8,2766,5,0
5550296508_10157346952746509,"The account looked as American as could be, featuring patriotic colors and the US Constitution. But it's believed to be linked to a Russian propaganda operation.",The fake Tea Party Twitter account linked to Russia and followed by Sebastian Gorka,link,http://cnn.it/2xWY7gQ,2017-09-21 21:01:57,1447,212,383,776,17,297,199,22,136,0
5550296508_10157346854146509,"No previous EPA chief has ever received a 24/7 security detail, the EPA Inspector General's Office said",EPA pulls agents from investigations to guard Scott Pruitt due to threats,link,http://cnn.it/2xzgF68,2017-09-21 20:30:20,1375,317,132,524,20,124,237,25,445,0
5550296508_10157346784751509,President Donald J. Trump is engaging in an economic fight against Pyongyang,North Korea sanctions: Here's what Trump did,link,http://cnn.it/2fmNX1E,2017-09-21 20:01:53,1458,384,147,1200,110,72,39,13,24,0
5550296508_10157346711611509,Senator Chuck Grassley is asking the FBI if it warned Donald J. Trump that Paul Manafort was being watched because of his dealings with pro-Kremlin figures.,Grassley asks FBI if it warned Trump about Manafort,link,http://cnn.it/2hlQgia,2017-09-21 19:35:04,834,388,60,517,37,44,207,4,25,0
5550296508_10157346647701509,"""Not only were the results positive, but we're told that it was the most severe case they had ever seen for someone of Aaron's age.""","Tests show Aaron Hernandez had CTE, attorney says",link,http://cnn.it/2xlgd9a,2017-09-21 19:12:05,6801,758,1648,2263,45,1496,26,2924,47,0
5550296508_10157346619746509,"Many of the brilliantly-colored buildings in San Juan's La Perla neighborhood have been torn apart, leaving only hints of what once was",'Despacito' made this neighborhood famous. Hurricane Maria left it in ruins,link,http://cnn.it/2ygZRhd,2017-09-21 19:00:01,2917,103,439,904,25,167,13,1806,2,0
5550296508_10157346552371509,"Kim Jong Un states that North Korea will consider countermeasures because ""Trump has denied the existence of and insulted me and my country in front of the eyes of the world."" http://cnn.it/2xjjoRm",North Korea's Kim: Trump 'will pay dearly' for comments at UN,video,https://www.facebook.com/cnn/videos/10157346552371509/,2017-09-21 18:37:33,15858,5645,8046,8284,215,3198,2908,628,625,0
5550296508_10157346468906509,"In the statement, Kim Jong Un says North Korea will make President Donald J. Trump ""pay dearly for his speech calling for totally destroying the DPRK.""",North Korea's Kim: Trump 'will pay dearly' for comments at UN,link,http://cnn.it/2fDHmN5,2017-09-21 18:07:59,9898,3183,2921,5471,155,1388,2076,411,397,0
5550296508_10157346388361509,"""But Republicans campaigned on this so often that you have a responsibility to carry out what you said in the campaign. That's pretty much as much of a reason as the substance of the bill.""",How one Chuck Grassley quote sums up the entire GOP repeal and replace effort,link,http://cnn.it/2jMlgMV,2017-09-21 17:30:37,1407,422,231,515,38,74,35,54,691,0
5550296508_10157346246041509,"This is the scene above a rescue operation in Condesa, a neighborhood in Mexico City, where police, members of the Mexican military, and volunteers are working to rescue people they believe may be buried in the rubble after a devastating 7.1-magnitude earthquake http://cnn.it/2xkPhXn",Aerial shots of a rescue operation in Mexico City after devast...,video,https://www.facebook.com/cnn/videos/10157346246041509/,2017-09-21 17:01:13,2547,133,429,1256,183,66,1,1036,5,0
5550296508_10157346064206509,Canadian Prime Minister Justin Trudeau offers a rallying cry for the fight against climate change and makes a dig at the US http://cnn.it/2ygcpp8,Canada's Trudeau issues rallying cry for climate fight and tak...,video,https://www.facebook.com/cnn/videos/10157346064206509/,2017-09-21 16:30:40,18365,1417,2329,15019,2834,46,382,16,68,0
5550296508_10157345971701509,"Facebook will share the content and related information of the more than 3,000 ads it sold to Russian-linked accounts with the House and Senate intelligence committees",Facebook says it will hand Russian ads over to Congress,link,http://cnn.it/2fmuo9I,2017-09-21 16:01:00,3145,451,293,2746,212,55,104,7,21,0
5550296508_10157345788076509,A broad 64% of Americans say they approve of how President Donald J. Trump's government reacted to the recent storms,Trump's approval again reaches 40% after positive marks on hurricane,link,http://cnn.it/2xkVr9F,2017-09-21 15:15:12,4964,1912,217,2634,251,101,1201,63,714,0
5550296508_10157345739191509,President Donald J. Trump announced the expansion of sanctions on North Korea and praised China for taking action to limit financial transactions with isolated the communist nation,"Trump turns to sanctions, diplomacy on North Korea",link,http://cnn.it/2xlyHGw,2017-09-21 15:00:49,798,235,115,660,58,10,54,6,10,0
5550296508_10157345652431509,Equifax CEO Richard Smith will face questions about a massive data breach that exposed the personal information of customers,Equifax CEO to face Congressional banking panel,link,http://cnn.it/2ygn4zY,2017-09-21 14:33:05,775,140,92,608,64,15,11,4,73,0
5550296508_10157345524676509,"This 12-year-old ventriloquist won a cool million dollars on the latest season of ""America's Got Talent"" http://cnn.it/2ygnx5u",12-year-old ventriloquist won the latest America's Got Talent,video,https://www.facebook.com/cnn/videos/10157345524676509/,2017-09-21 14:02:58,23700,1077,2096,19539,3677,409,43,5,27,0
5550296508_10157345468606509,"Sean Spicer was recently asked, ""Have you ever lied to the American people?"" He responded: ""I don't think so."" http://cnn.it/2xl4wPY",Sean Spicer doesn't think he ever lied while press secretary,video,https://www.facebook.com/cnn/videos/10157345468606509/,2017-09-21 13:45:41,2000,955,158,579,41,85,891,29,375,0
5550296508_10157345391571509,"When the earthquake struck the ceiling fell in, crushing those below. The only survivors were the baby's father, the priest and the priest's assistant.","After Mexico earthquake, a baptism becomes a funeral",link,http://cnn.it/2jNI6nk,2017-09-21 13:15:08,14191,325,923,2520,75,376,11,11186,23,0
5550296508_10157345304111509,"One Senator's aide responded to Jimmy Kimmel's health care attacks: ""Rolling my damn eyes""",Pre-existing condition coverage returns to health care debate,link,http://cnn.it/2ygAfkA,2017-09-21 12:45:07,1183,422,135,575,39,60,20,35,454,0
5550296508_10157345176416509,"""Have you ever lied to the American people?""

""I don't think so,"" Spicer responded",Sean Spicer doesn't think he ever lied while press secretary,link,http://cnn.it/2wC5dHw,2017-09-21 12:13:04,4086,1319,189,824,48,180,2219,55,760,0
5550296508_10157345003456509,"Donald J. Trump just ordered new sanctions on North Korea, a ""criminal rogue region"" http://cnn.it/2xyxtdp",,video,https://www.facebook.com/cnn/videos/10157345003456509/,2017-09-21 11:40:42,6247,1731,1258,4841,460,132,590,39,185,0
5550296508_10157344919246509,"President Donald J. Trump praises South Korean president for calling North Korea's actions ""deplorable,"" adding: ""That's been a very lucky word for me"" http://cnn.it/2jMRVSt","Trump praises South Korean President's use of the word ""deplor...",video,https://www.facebook.com/cnn/videos/10157344919246509/,2017-09-21 11:15:36,2283,1002,171,1155,114,57,539,40,378,0
5550296508_10157344807621509,"The new sanctions come two days after Donald J. Trump threatened to ""totally destroy"" North Korea if it continues to threaten the United States and its allies",Trump says new sanctions coming on North Korea,link,http://cnn.it/2xlyBiu,2017-09-21 10:46:02,1649,458,229,1333,69,39,154,19,35,0
5550296508_10157344700991509,Mexican Federal Police are using canine search and rescue teams to look for people stuck in collapsed buildings throughout Mexico City after a powerful earthquake http://cnn.it/2jNMHGf,Police use rescue dogs to search for survivors of Mexico earth...,video,https://www.facebook.com/cnn/videos/10157344700991509/,2017-09-21 10:15:30,3983,189,713,2590,418,49,3,921,2,0
5550296508_10157344561486509,The tirade was caught on a security camera,"CEO's bonus cut 25% for his anti-gay, sexist tirade at Kathy Griffin",link,http://cnn.it/2hiS3Z5,2017-09-21 09:32:58,2895,423,120,2147,194,50,450,9,45,0
5550296508_10157344440001509,Donald J. Trump said he's decided on the deal,"Iran nuke deal 'fundamentally flawed,' says National Security Adviser",link,http://cnn.it/2jM92DT,2017-09-21 09:00:39,944,419,64,589,26,19,28,18,264,0
5550296508_10157344322181509,"Hackers may have made money by gaining access to inside information about companies, the SEC says.",SEC says hackers broke into its corporate filing system,link,http://cnn.it/2hj5SXw,2017-09-21 08:30:39,463,83,117,298,7,72,18,8,60,0
5550296508_10157344218596509,We’re in Mexico City where rescuers are racing to save a 12-year-old girl who’s been trapped under rubble for over 40 hours. Rosa Flores is on the scene. Leave your questions below.,President Trump meets with British Prime Minister Theresa May,video,https://www.facebook.com/cnn/videos/10157344218596509/,2017-09-21 08:12:53,4026,738,837,1878,287,92,7,1755,7,0
5550296508_10157344201371509,This drive through Puerto Rico shows the devastation after Hurricane Maria ripped through the island http://cnn.it/2hiBJHN,The drive that shows how badly Puerto Rico was hit,video,https://www.facebook.com/cnn/videos/10157344201371509/,2017-09-21 08:00:48,10226,556,5862,3403,50,1544,9,5206,14,0
5550296508_10157344112556509,She's been trapped in the rubble for over 24 hours,Rescuers race to reach girl trapped under rubble in Mexico,link,http://cnn.it/2xjmxOv,2017-09-21 07:30:29,1881,90,143,1056,90,44,1,689,1,0
5550296508_10157344008566509,"A direct hit to the US can't be ruled out this far in advance, forecasters say",US mainland not out of the woods yet from Hurricane Maria,link,http://cnn.it/2xwSCog,2017-09-21 07:00:21,2071,98,261,1486,14,252,3,312,4,0
5550296508_10157343962466509,Hurricane Maria continues to lash Puerto Rico and the Dominican Republic. Track along with CNN Weather as it moves toward the Turks and Caicos,,video,https://www.facebook.com/cnn/videos/10157343962466509/,2017-09-21 06:45:36,3834,528,1463,2274,81,426,17,1011,25,0
5550296508_10157343919276509,"Video shows the widespread flooding in San Juan, Puerto Rico, caused by Hurricane Maria. The island's energy grid took such a severe blow from the hurricane that restoring power to everyone may take months, according to Gov. Ricardo Rosselló. http://cnn.it/2xUyKME",,video,https://www.facebook.com/cnn/videos/10157343919276509/,2017-09-21 06:30:50,3734,243,1680,1078,16,635,5,1994,6,0
5550296508_10157343840101509,Did Donald J. Trump mean Namibia? Zambia? Gambia?,"Trump praised the health care of ""Nambia,"" a nonexistent country",link,http://cnn.it/2hil339,2017-09-21 06:02:11,33301,5968,7804,9172,155,2293,19980,858,843,0
5550296508_10157343772116509,"""He either doesn't understand his own bill or he lied to me,"" says Jimmy Kimmel",Jimmy Kimmel continues fight with Sen. Cassidy's new health care bill,link,http://cnn.it/2hiyaRM,2017-09-21 05:30:04,3660,368,198,3164,342,26,88,16,24,0
5550296508_10157343714691509,"As Congress debates a new bill, Dr. Sanjay Gupta asks: Why is health care in the US so expensive in the first place? http://cnn.it/2jLZVmH",Why health care in the US is so expensive,video,https://www.facebook.com/cnn/videos/10157343714691509/,2017-09-21 05:01:38,3450,765,2103,3019,176,129,25,51,50,0
5550296508_10157343656156509,The Facebook COO announced there would be some new tools and policies in response,"Sheryl Sandberg ""disgusted"" by anti-Semitic ad targeting on Facebook",link,http://cnn.it/2jKufy2,2017-09-21 04:31:04,661,155,53,559,43,12,31,5,11,0
5550296508_10157343597751509,Bill Gates knows what he would do if he could reboot this decision,Bill Gates: Sorry about Control-Alt-Delete,link,http://cnn.it/2xxshXf,2017-09-21 04:00:12,2536,160,248,1973,47,19,491,3,3,0
5550296508_10157343542901509,"French President Emmanuel Macron's marriage to his wife Brigitte, 24 years his senior, has been the subject of international scrutiny. He opened up to Christiane Amanpour about the woman he calls his “anchor” http://cnn.it/2xjDIj3",Macron on his marriage,video,https://www.facebook.com/cnn/videos/10157343542901509/,2017-09-21 03:30:43,12843,782,2075,10153,2531,61,93,3,2,0
5550296508_10157343494391509,Facebook is giving money to the Red Cross in Mexico to help rebuild areas that were decimated by a powerful earthquake,Facebook donates $1 million to aid victims of catastrophic earthquake in Mexico,link,http://cnn.it/2wA1UR0,2017-09-21 03:01:20,9611,337,583,8101,1136,90,16,253,15,0
5550296508_10157343431766509,"The efforts come after Facebook informed US Congress that it had sold more than 3,000 ads to accounts linked to a Russian troll farm between June 2015 and May 2017.","After Russian Facebook ads, Democrats seek new FEC rules on social media politics",link,http://cnn.it/2hkhg1F,2017-09-21 02:31:02,1177,280,181,906,34,105,79,11,42,0
5550296508_10157343352806509,Missed former President Barack Obama's keynote address? Read it here,Read Obama's speech at Gates Foundation,link,http://cnn.it/2xiLwBw,2017-09-21 02:00:06,2561,460,159,1957,482,15,84,9,14,0
5550296508_10157343292506509,"Republican senators say it's a way to give more control over health care to the states. But a group of governors from both parties are saying, ""No, thanks!""","GOP offers health care trade-off for states: More flexibility, less funding",link,http://cnn.it/2fiD7tl,2017-09-21 01:31:08,1005,260,169,620,27,17,65,17,259,0
5550296508_10157343244686509,The money will go to Rohingya who have fled violence in Myanmar's Rakhine State in recent weeks,US to provide $32 million in aid to Rohingya,link,http://cnn.it/2yeoyLa,2017-09-21 01:15:05,2249,315,202,1914,206,46,14,35,34,0
5550296508_10157343192081509,"This teen returned a wallet that had $1,500 in it","Teen returns wallet filled with $1,500 cash",video,https://www.facebook.com/cnn/videos/10157343192081509/,2017-09-21 01:00:54,40611,1405,3883,33444,6273,844,39,8,3,0
5550296508_10157343137881509,"""The sea surface is warmer than it's ever been, so the storms are bigger than they've ever been"": People who believe in climate change connect the dots between climate and massive hurricanes, says Bill Nye The Science Guy. http://cnn.it/2fBU7HO","Bill Nye: There's a link between climate change, massive storms",video,https://www.facebook.com/cnn/videos/10157343137881509/,2017-09-21 00:45:30,10153,1240,3904,8252,353,207,216,1081,44,0
5550296508_10157343093261509,"Earlier this month, Facebook disclosed it had sold about $100,000 in ads to Russian troll farms connected to about 470 inauthentic accounts.",Senate intelligence chairman plans public hearing on Facebook next month,link,http://cnn.it/2wAhEnj,2017-09-21 00:31:06,816,205,164,523,14,87,45,12,135,0
5550296508_10157343052801509,"Is President Donald J. Trump the central focus of special counsel Robert Mueller's Russia probe?

Former DNI James Clapper: ""The inference you could draw is that he is"" http://cnn.it/2fBbokm",James Clapper on Trump and Russia probe,video,https://www.facebook.com/cnn/videos/10157343052801509/,2017-09-21 00:15:31,1725,737,173,1374,163,25,138,5,20,0
5550296508_10157343016621509,"In his first speech at the United Nations, US President Donald J. Trump  threatened to 'completely destroy' North Korea.",North Korea: Trump's UN speech amounted to 'the sound of a dog barking',link,http://cnn.it/2hilf2z,2017-09-21 00:00:27,2582,568,236,1522,71,75,690,37,187,0
5550296508_10157342987576509,Rescue efforts continue at a Mexico City school that collapsed following a 7.1-magnitude earthquake. http://cnn.it/2yf2eRF,Search efforts continue at collapsed school,video,https://www.facebook.com/cnn/videos/10157342987576509/,2017-09-20 23:45:52,3719,160,605,1600,190,37,4,1883,5,0
5550296508_10157342962506509,New data suggests that the Graham-Cassidy bill — if passed in its current form — will cut federal money to states by $215 billion over the next decade.,This map shows why passing Graham-Cassidy could be a huge political problem for Republicans,link,http://cnn.it/2jLTX5o,2017-09-20 23:31:05,2004,274,579,782,35,166,29,78,914,0
